ID,Full Guideline,Slogan,Restructured,Example,Argument,Support/Citation,Data Domain,Tool Used/Mentioned,Dashboard Type,Authors,Work,Year,Publisher,How I found it ,Format,Reason for Rating,Subjective Trust Score:,Link,Guideline + Slogan,doc_id,cleaned_text,tokens,preprocessed_text,cluster
D013.036,"Carefully chosen colors, well-balanced layouts, and interactive elements like hover effects all contribute to a more engaging user experience. ",Engagement through design,,,,,Nonspecific,Justinmind (prototyping tool),"At its simplest, a dashboard is a screen in your application that displays information. Normally, a dashboard provides the user a global overview, with access to the most important data, functions and controls. In reality, a dashboard often becomes a sort of homepage, especially for power users.",Justinmind,Dashboard Design: best practices and examples,2024,Justinmind,Recommendation from colleague,Blog post,No strong opinions,4.0,https://www.justinmind.com/ui-design/dashboard-design-best-practices-ux,"Engagement through design: Carefully chosen colors, well-balanced layouts, and interactive elements like hover effects all contribute to a more engaging user experience. ",doc_0444,"Carefully chosen colors, well-balanced layouts, and interactive elements like hover effects all contribute to a more engaging user experience.","['carefully', 'chosen', 'color', 'layout', 'interactive', 'element', 'like', 'hover', 'effect', 'contribute', 'engaging', 'user', 'experience']",carefully chosen color layout interactive element like hover effect contribute engaging user experience,1
D014.001,You need to know who will use them and for what purpose in order to create the greatest analytical tool for them.,Consider your audience,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Consider your audience: You need to know who will use them and for what purpose in order to create the greatest analytical tool for them.,doc_0445,You need to know who will use them and for what purpose in order to create the greatest analytical tool for them.,"['need', 'know', 'use', 'purpose', 'order', 'create', 'greatest', 'analytical', 'tool']",need know use purpose order create greatest analytical tool,0
D014.002,Always try to put yourself in the audience’s position.,Consider your audience,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Consider your audience: Always try to put yourself in the audience’s position.,doc_0446,Always try to put yourself in the audience’s position.,"['always', 'try', 'put', 'audience', 'position']",always try put audience position,2
D014.003,"If the audience is more traditional, we suggest you adhere to a less ‘fancy’ design and find something that would resonate better.",Consider your audience,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Consider your audience: If the audience is more traditional, we suggest you adhere to a less ‘fancy’ design and find something that would resonate better.",doc_0447,"If the audience is more traditional, we suggest you adhere to a less ‘fancy’ design and find something that would resonate better.","['audience', 'traditional', 'suggest', 'adhere', 'less', 'fancy', 'design', 'find', 'something', 'would', 'resonate', 'better']",audience traditional suggest adhere less fancy design find something would resonate better,6
D014.004,You can easily get all the necessary information by directly asking the person who will use the dashboard.,Consider your audience,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Consider your audience: You can easily get all the necessary information by directly asking the person who will use the dashboard.,doc_0448,You can easily get all the necessary information by directly asking the person who will use the dashboard.,"['easily', 'get', 'necessary', 'information', 'directly', 'asking', 'person', 'use', 'dashboard']",easily get necessary information directly asking person use dashboard,0
D014.005,Keep in mind: what data will the user be looking for? What information would help him/her to better understand the current situation?,Consider your audience,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Consider your audience: Keep in mind: what data will the user be looking for? What information would help him/her to better understand the current situation?,doc_0449,Keep in mind: what data will the user be looking for? What information would help him/her to better understand the current situation?,"['keep', 'mind', 'data', 'user', 'looking', 'information', 'would', 'help', 'better', 'understand', 'current', 'situation']",keep mind data user looking information would help better understand current situation,1
D014.006,"Indeed, knowing who your readers will be will help you focus on specific aspects of the data that are relevant to them, to their needs, which matches their expectations and technical skills. To do so, you can schedule phone or face-to-face interviews with different stakeholders to consolidate their reporting requirements.",Determine your goals,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Determine your goals: Indeed, knowing who your readers will be will help you focus on specific aspects of the data that are relevant to them, to their needs, which matches their expectations and technical skills. To do so, you can schedule phone or face-to-face interviews with different stakeholders to consolidate their reporting requirements.",doc_0450,"Indeed, knowing who your readers will be will help you focus on specific aspects of the data that are relevant to them, to their needs, which matches their expectations and technical skills. To do so, you can schedule phone or face-to-face interviews with different stakeholders to consolidate their reporting requirements.","['indeed', 'knowing', 'reader', 'help', 'focus', 'specific', 'aspect', 'data', 'relevant', 'need', 'match', 'expectation', 'technical', 'skill', 'schedule', 'phone', 'interview', 'different', 'stakeholder', 'consolidate', 'reporting', 'requirement']",indeed knowing reader help focus specific aspect data relevant need match expectation technical skill schedule phone interview different stakeholder consolidate reporting requirement,1
D014.007,"To get this step right, you need to carefully consider what metrics and data sets will bring value to the goals that you want to be measured or achieved with this dashboard. Answering questions like; What exactly needs to be measured? Who will measure it? What is the time interval to be measured? Might point you in the right direction.",Determine your goals,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Determine your goals: To get this step right, you need to carefully consider what metrics and data sets will bring value to the goals that you want to be measured or achieved with this dashboard. Answering questions like; What exactly needs to be measured? Who will measure it? What is the time interval to be measured? Might point you in the right direction.",doc_0451,"To get this step right, you need to carefully consider what metrics and data sets will bring value to the goals that you want to be measured or achieved with this dashboard. Answering questions like; What exactly needs to be measured? Who will measure it? What is the time interval to be measured? Might point you in the right direction.","['get', 'step', 'right', 'need', 'carefully', 'consider', 'metric', 'data', 'set', 'bring', 'value', 'goal', 'want', 'measured', 'achieved', 'dashboard', 'answering', 'question', 'like', 'exactly', 'need', 'measured', 'measure', 'time', 'interval', 'measured', 'might', 'point', 'right', 'direction']",get step right need carefully consider metric data set bring value goal want measured achieved dashboard answering question like exactly need measured measure time interval measured might point right direction,1
D014.008,"Selecting the right key performance indicators (KPIs) for your business needs is a must for a truly effective dashboard design. Once you’ve determined your ultimate goals and considered your target audience, you will be able to select the best KPIs to feature in your dashboard.",Choose relevant KPIs,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Choose relevant KPIs: Selecting the right key performance indicators (KPIs) for your business needs is a must for a truly effective dashboard design. Once you’ve determined your ultimate goals and considered your target audience, you will be able to select the best KPIs to feature in your dashboard.",doc_0452,"Selecting the right key performance indicators (KPIs) for your business needs is a must for a truly effective dashboard design. Once you’ve determined your ultimate goals and considered your target audience, you will be able to select the best KPIs to feature in your dashboard.","['selecting', 'right', 'key', 'performance', 'indicator', 'kpis', 'business', 'need', 'must', 'truly', 'effective', 'dashboard', 'design', 'determined', 'ultimate', 'goal', 'considered', 'target', 'audience', 'able', 'select', 'best', 'kpis', 'feature', 'dashboard']",selecting right key performance indicator kpis business need must truly effective dashboard design determined ultimate goal considered target audience able select best kpis feature dashboard,6
D014.009,"Storytelling is a powerful practice for any business, regardless of industry or sector, so use it to your advantage",Choose relevant KPIs,,Exemplar Dashboard,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Choose relevant KPIs: Storytelling is a powerful practice for any business, regardless of industry or sector, so use it to your advantage",doc_0453,"Storytelling is a powerful practice for any business, regardless of industry or sector, so use it to your advantage","['storytelling', 'powerful', 'practice', 'business', 'regardless', 'industry', 'sector', 'use', 'advantage']",storytelling powerful practice business regardless industry sector use advantage,0
D014.010,A good practice for efficient data storytelling is to design your dashboard beforehand. Planning what charts you will include based on your audience and goals will help you be more focused when you actually start building your dashboard.,Tell a story with your data,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Tell a story with your data: A good practice for efficient data storytelling is to design your dashboard beforehand. Planning what charts you will include based on your audience and goals will help you be more focused when you actually start building your dashboard.,doc_0454,A good practice for efficient data storytelling is to design your dashboard beforehand. Planning what charts you will include based on your audience and goals will help you be more focused when you actually start building your dashboard.,"['good', 'practice', 'efficient', 'data', 'storytelling', 'design', 'dashboard', 'beforehand', 'planning', 'chart', 'include', 'based', 'audience', 'goal', 'help', 'focused', 'actually', 'start', 'building', 'dashboard']",good practice efficient data storytelling design dashboard beforehand planning chart include based audience goal help focused actually start building dashboard,6
D014.011,"Data analyses and visual representations lacking context will be limited in their utility and ROI. It is normal for data points to generate more questions than answers. However, observers should be fully informed, nonetheless.",Provide context,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Provide context: Data analyses and visual representations lacking context will be limited in their utility and ROI. It is normal for data points to generate more questions than answers. However, observers should be fully informed, nonetheless.",doc_0455,"Data analyses and visual representations lacking context will be limited in their utility and ROI. It is normal for data points to generate more questions than answers. However, observers should be fully informed, nonetheless.","['data', 'analysis', 'visual', 'representation', 'lacking', 'context', 'limited', 'utility', 'roi', 'normal', 'data', 'point', 'generate', 'question', 'answer', 'however', 'observer', 'fully', 'informed', 'nonetheless']",data analysis visual representation lacking context limited utility roi normal data point generate question answer however observer fully informed nonetheless,6
D014.012,"While the expectation isn’t (and shouldn’t be) minute-by-minute updates, data metrics should put you in the best possible position to make informed decisions. For that to happen, data points should remain relatively current.",Provide context,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Provide context: While the expectation isn’t (and shouldn’t be) minute-by-minute updates, data metrics should put you in the best possible position to make informed decisions. For that to happen, data points should remain relatively current.",doc_0456,"While the expectation isn’t (and shouldn’t be) minute-by-minute updates, data metrics should put you in the best possible position to make informed decisions. For that to happen, data points should remain relatively current.","['expectation', 'update', 'data', 'metric', 'put', 'best', 'possible', 'position', 'make', 'informed', 'decision', 'happen', 'data', 'point', 'remain', 'relatively', 'current']",expectation update data metric put best possible position make informed decision happen data point remain relatively current,6
D014.013,"In the end, the goal should be to always try to provide maximum information to make the full picture clear; even if some of it seems obvious to you, your audience might find it perplexing. Name all the axes and measurement units and add titles to all charts. Remember to provide comparison values.",Provide context,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Provide context: In the end, the goal should be to always try to provide maximum information to make the full picture clear; even if some of it seems obvious to you, your audience might find it perplexing. Name all the axes and measurement units and add titles to all charts. Remember to provide comparison values.",doc_0457,"In the end, the goal should be to always try to provide maximum information to make the full picture clear; even if some of it seems obvious to you, your audience might find it perplexing. Name all the axes and measurement units and add titles to all charts. Remember to provide comparison values.","['end', 'goal', 'always', 'try', 'provide', 'maximum', 'information', 'make', 'full', 'picture', 'clear', 'even', 'seems', 'obvious', 'audience', 'might', 'find', 'perplexing', 'name', 'ax', 'measurement', 'unit', 'add', 'title', 'chart', 'remember', 'provide', 'comparison', 'value']",end goal always try provide maximum information make full picture clear even seems obvious audience might find perplexing name ax measurement unit add title chart remember provide comparison value,0
D014.014,"The rule of thumb here is to use the most common comparisons, such as a comparison against a set target, against a preceding period, or against a projected value. This is an effective design tip that you should always consider.",Provide context,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Provide context: The rule of thumb here is to use the most common comparisons, such as a comparison against a set target, against a preceding period, or against a projected value. This is an effective design tip that you should always consider.",doc_0458,"The rule of thumb here is to use the most common comparisons, such as a comparison against a set target, against a preceding period, or against a projected value. This is an effective design tip that you should always consider.","['rule', 'thumb', 'use', 'common', 'comparison', 'comparison', 'set', 'target', 'preceding', 'period', 'projected', 'value', 'effective', 'design', 'tip', 'always', 'consider']",rule thumb use common comparison comparison set target preceding period projected value effective design tip always consider,0
D014.015,"As a designer who uses only the best dashboard design principles, make sure you can identify the critical information, and separate it from the inessential one to enhance users’ productivity.",Select the right type of dashboard,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Select the right type of dashboard: As a designer who uses only the best dashboard design principles, make sure you can identify the critical information, and separate it from the inessential one to enhance users’ productivity.",doc_0459,"As a designer who uses only the best dashboard design principles, make sure you can identify the critical information, and separate it from the inessential one to enhance users’ productivity.","['designer', 'us', 'best', 'dashboard', 'design', 'principle', 'make', 'sure', 'identify', 'critical', 'information', 'separate', 'inessential', 'one', 'enhance', 'user', 'productivity']",designer us best dashboard design principle make sure identify critical information separate inessential one enhance user productivity,1
D014.016,You can destroy your efforts with a missing or incorrect chart type. It’s relevant to understand what kind of information you want to convey and choose a data visualization suited to the task.,Use the right type of chart,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Use the right type of chart: You can destroy your efforts with a missing or incorrect chart type. It’s relevant to understand what kind of information you want to convey and choose a data visualization suited to the task.,doc_0460,You can destroy your efforts with a missing or incorrect chart type. It’s relevant to understand what kind of information you want to convey and choose a data visualization suited to the task.,"['destroy', 'effort', 'missing', 'incorrect', 'chart', 'type', 'relevant', 'understand', 'kind', 'information', 'want', 'convey', 'choose', 'data', 'visualization', 'suited', 'task']",destroy effort missing incorrect chart type relevant understand kind information want convey choose data visualization suited task,5
D014.017,"Dashboard-centric charts and visualizations fall into four primary categories that are related to the aim of the visualization: relationship, distribution, composition, and comparison.",Use the right type of chart,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Use the right type of chart: Dashboard-centric charts and visualizations fall into four primary categories that are related to the aim of the visualization: relationship, distribution, composition, and comparison.",doc_0461,"Dashboard-centric charts and visualizations fall into four primary categories that are related to the aim of the visualization: relationship, distribution, composition, and comparison.","['chart', 'visualization', 'fall', 'four', 'primary', 'category', 'related', 'aim', 'visualization', 'relationship', 'distribution', 'composition', 'comparison']",chart visualization fall four primary category related aim visualization relationship distribution composition comparison,5
D014.018,"This most golden of dashboard design principles refers to both precision and the right audience targeting. While an “easy on the eyes” design scheme may appear tempting, effective communication should always be your number one priority.",Don’t place all the information on the same page,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Don’t place all the information on the same page: This most golden of dashboard design principles refers to both precision and the right audience targeting. While an “easy on the eyes” design scheme may appear tempting, effective communication should always be your number one priority.",doc_0462,"This most golden of dashboard design principles refers to both precision and the right audience targeting. While an “easy on the eyes” design scheme may appear tempting, effective communication should always be your number one priority.","['golden', 'dashboard', 'design', 'principle', 'refers', 'precision', 'right', 'audience', 'targeting', 'easy', 'eye', 'design', 'scheme', 'may', 'appear', 'tempting', 'effective', 'communication', 'always', 'number', 'one', 'priority']",golden dashboard design principle refers precision right audience targeting easy eye design scheme may appear tempting effective communication always number one priority,1
D014.019,"you should follow the 5-second rule, which states that your dashboard should provide the relevant information in about five seconds.",Don’t place all the information on the same page,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Don’t place all the information on the same page: you should follow the 5-second rule, which states that your dashboard should provide the relevant information in about five seconds.",doc_0463,"you should follow the 5-second rule, which states that your dashboard should provide the relevant information in about five seconds.","['follow', 'rule', 'state', 'dashboard', 'provide', 'relevant', 'information', 'five', 'second']",follow rule state dashboard provide relevant information five second,6
D014.020,"Therefore, to avoid clutter, you must identify clutter. A great guide to identifying the characteristics and forms of clutter is the Gestalt Principles of Visual Perception.",Don’t place all the information on the same page,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Don’t place all the information on the same page: Therefore, to avoid clutter, you must identify clutter. A great guide to identifying the characteristics and forms of clutter is the Gestalt Principles of Visual Perception.",doc_0464,"Therefore, to avoid clutter, you must identify clutter. A great guide to identifying the characteristics and forms of clutter is the Gestalt Principles of Visual Perception.","['therefore', 'avoid', 'clutter', 'must', 'identify', 'clutter', 'great', 'guide', 'identifying', 'characteristic', 'form', 'clutter', 'gestalt', 'principle', 'visual', 'perception']",therefore avoid clutter must identify clutter great guide identifying characteristic form clutter gestalt principle visual perception,0
D014.021,The principle of proximity dictates that we will likely group elements together based on their location or “proximity.” This principle allows for the manipulation of perception through well-placed and cleanly grouped data.,Don’t place all the information on the same page,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,Don’t place all the information on the same page: The principle of proximity dictates that we will likely group elements together based on their location or “proximity.” This principle allows for the manipulation of perception through well-placed and cleanly grouped data.,doc_0465,The principle of proximity dictates that we will likely group elements together based on their location or “proximity.” This principle allows for the manipulation of perception through well-placed and cleanly grouped data.,"['principle', 'proximity', 'dictate', 'likely', 'group', 'element', 'together', 'based', 'location', 'principle', 'allows', 'manipulation', 'perception', 'cleanly', 'grouped', 'data']",principle proximity dictate likely group element together based location principle allows manipulation perception cleanly grouped data,7
D014.022,"The principle of similarity dictates that we will likely group comparable elements together. This means that from the audience’s visual perspective, similar colors, shapes, and fonts are expected to be grouped together. When applied to client communications, this principle can assist with the removal of unnecessary data elements.",Don’t place all the information on the same page,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Don’t place all the information on the same page: The principle of similarity dictates that we will likely group comparable elements together. This means that from the audience’s visual perspective, similar colors, shapes, and fonts are expected to be grouped together. When applied to client communications, this principle can assist with the removal of unnecessary data elements.",doc_0466,"The principle of similarity dictates that we will likely group comparable elements together. This means that from the audience’s visual perspective, similar colors, shapes, and fonts are expected to be grouped together. When applied to client communications, this principle can assist with the removal of unnecessary data elements.","['principle', 'similarity', 'dictate', 'likely', 'group', 'comparable', 'element', 'together', 'mean', 'audience', 'visual', 'perspective', 'similar', 'color', 'shape', 'font', 'expected', 'grouped', 'together', 'applied', 'client', 'communication', 'principle', 'assist', 'removal', 'unnecessary', 'data', 'element']",principle similarity dictate likely group comparable element together mean audience visual perspective similar color shape font expected grouped together applied client communication principle assist removal unnecessary data element,7
D014.023,"The principle of enclosure dictates that if elements are controlled by a visual border or shading, we will tend to see the objects and elements as unique groups. This principle can be employed as a foundation for graphical data presentation, like prior principles.",Don’t place all the information on the same page,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Don’t place all the information on the same page: The principle of enclosure dictates that if elements are controlled by a visual border or shading, we will tend to see the objects and elements as unique groups. This principle can be employed as a foundation for graphical data presentation, like prior principles.",doc_0467,"The principle of enclosure dictates that if elements are controlled by a visual border or shading, we will tend to see the objects and elements as unique groups. This principle can be employed as a foundation for graphical data presentation, like prior principles.","['principle', 'enclosure', 'dictate', 'element', 'controlled', 'visual', 'border', 'shading', 'tend', 'see', 'object', 'element', 'unique', 'group', 'principle', 'employed', 'foundation', 'graphical', 'data', 'presentation', 'like', 'prior', 'principle']",principle enclosure dictate element controlled visual border shading tend see object element unique group principle employed foundation graphical data presentation like prior principle,7
D014.024,"The general rule is that the crucial information should be displayed first – at the top of the screen, in the upper left–hand corner. There is some scientific wisdom behind this placement – most cultures read their written language from left to right and top to bottom, which means that people intuitively look at the upper-left part of a page first, no matter if you’re developing an enterprise dashboard design or a smaller-scaled within the department – the rule is the same.",Choose your layout carefully,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Choose your layout carefully: The general rule is that the crucial information should be displayed first – at the top of the screen, in the upper left–hand corner. There is some scientific wisdom behind this placement – most cultures read their written language from left to right and top to bottom, which means that people intuitively look at the upper-left part of a page first, no matter if you’re developing an enterprise dashboard design or a smaller-scaled within the department – the rule is the same.",doc_0468,"The general rule is that the crucial information should be displayed first – at the top of the screen, in the upper left–hand corner. There is some scientific wisdom behind this placement – most cultures read their written language from left to right and top to bottom, which means that people intuitively look at the upper-left part of a page first, no matter if you’re developing an enterprise dashboard design or a smaller-scaled within the department – the rule is the same.","['general', 'rule', 'crucial', 'information', 'displayed', 'first', 'top', 'screen', 'upper', 'corner', 'scientific', 'wisdom', 'behind', 'placement', 'culture', 'read', 'written', 'language', 'left', 'right', 'top', 'bottom', 'mean', 'people', 'intuitively', 'look', 'part', 'page', 'first', 'matter', 'developing', 'enterprise', 'dashboard', 'design', 'within', 'department', 'rule']",general rule crucial information displayed first top screen upper corner scientific wisdom behind placement culture read written language left right top bottom mean people intuitively look part page first matter developing enterprise dashboard design within department rule,2
D014.025,"Ideal data alignment for dashboarding purposes is likely to be determined on a case-by-case basis. A good default rule is to have your most informative data positioned in the upper left (the upper left corner of the page is likely a leading candidate for informative text). Knowing what to place and where is as important as knowing what not to place. Therefore, a second general rule is to avoid ALL temptation to put diagonal elements and fill patterns. Diagonal data elements, especially those linear in nature, add little benefit while significantly reducing alignment efficiency.",Consistent Alignment,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"Consistent Alignment: Ideal data alignment for dashboarding purposes is likely to be determined on a case-by-case basis. A good default rule is to have your most informative data positioned in the upper left (the upper left corner of the page is likely a leading candidate for informative text). Knowing what to place and where is as important as knowing what not to place. Therefore, a second general rule is to avoid ALL temptation to put diagonal elements and fill patterns. Diagonal data elements, especially those linear in nature, add little benefit while significantly reducing alignment efficiency.",doc_0469,"Ideal data alignment for dashboarding purposes is likely to be determined on a case-by-case basis. A good default rule is to have your most informative data positioned in the upper left (the upper left corner of the page is likely a leading candidate for informative text). Knowing what to place and where is as important as knowing what not to place. Therefore, a second general rule is to avoid ALL temptation to put diagonal elements and fill patterns. Diagonal data elements, especially those linear in nature, add little benefit while significantly reducing alignment efficiency.","['ideal', 'data', 'alignment', 'dashboarding', 'purpose', 'likely', 'determined', 'basis', 'good', 'default', 'rule', 'informative', 'data', 'positioned', 'upper', 'left', 'upper', 'left', 'corner', 'page', 'likely', 'leading', 'candidate', 'informative', 'text', 'knowing', 'place', 'important', 'knowing', 'place', 'therefore', 'second', 'general', 'rule', 'avoid', 'temptation', 'put', 'diagonal', 'element', 'fill', 'pattern', 'diagonal', 'data', 'element', 'especially', 'linear', 'nature', 'add', 'little', 'benefit', 'significantly', 'reducing', 'alignment', 'efficiency']",ideal data alignment dashboarding purpose likely determined basis good default rule informative data positioned upper left upper left corner page likely leading candidate informative text knowing place important knowing place therefore second general rule avoid temptation put diagonal element fill pattern diagonal data element especially linear nature add little benefit significantly reducing alignment efficiency,6
D014.026,"You should be keen to take advantage of the proven benefits of both “active” and “passive” white space (i.e., intentional, and unintentional). Benefits include enhanced design and balance, enhanced readability, the appearance of sophistication and prioritized data elements.",White Space,,,,,BI,Nonspecific,an analysis tool that displays critical business data in a central location,RIB,25 Dashboard Design Principles & Best Practices To Enhance Your Data Analysis,2024,RIB,Recommendation from colleague,Blog post,Unsure of publisher,3.0,https://www.rib-software.com/en/blogs/bi-dashboard-design-principles-best-practices,"White Space: You should be keen to take advantage of the proven benefits of both “active” and “passive” white space (i.e., intentional, and unintentional). Benefits include enhanced design and balance, enhanced readability, the appearance of sophistication and prioritized data elements.",doc_0470,"You should be keen to take advantage of the proven benefits of both “active” and “passive” white space (i.e., intentional, and unintentional). Benefits include enhanced design and balance, enhanced readability, the appearance of sophistication and prioritized data elements.","['keen', 'take', 'advantage', 'proven', 'benefit', 'active', 'passive', 'white', 'space', 'intentional', 'unintentional', 'benefit', 'include', 'enhanced', 'design', 'balance', 'enhanced', 'readability', 'appearance', 'sophistication', 'prioritized', 'data', 'element']",keen take advantage proven benefit active passive white space intentional unintentional benefit include enhanced design balance enhanced readability appearance sophistication prioritized data element,2
